segment,duration,loudness_max,pitches,pitch1,pitch2,pitch3,pitch4,pitch5,pitch6,pitch7,pitch8,pitch9,pitch10,pitch11,pitch12
331,0.59234,-3.904,"[0.303, 0.23, 0.244, 0.286, 0.532, 0.502, 0.396, 0.353, 0.471, 1.0, 0.55, 0.411]",0.303,0.23,0.244,0.286,0.532,0.502,0.396,0.353,0.471,1.0,0.55,0.411
332,0.19179,-3.937,"[0.247, 0.26, 0.221, 0.376, 0.539, 0.341, 0.14, 0.114, 0.529, 1.0, 0.416, 0.19]",0.247,0.26,0.221,0.376,0.539,0.341,0.14,0.114,0.529,1.0,0.416,0.19
333,0.38776,-3.703,"[0.47, 0.434, 0.437, 0.512, 0.755, 0.573, 0.49, 0.478, 0.566, 1.0, 0.688, 0.547]",0.47,0.434,0.437,0.512,0.755,0.573,0.49,0.478,0.566,1.0,0.688,0.547
334,0.14626,-3.628,"[1.0, 0.882, 0.203, 0.211, 0.536, 0.388, 0.792, 0.803, 0.828, 0.858, 0.591, 0.111]",1.0,0.882,0.203,0.211,0.536,0.388,0.792,0.803,0.828,0.858,0.591,0.111
335,0.24358,-3.523,"[0.178, 0.177, 0.158, 0.239, 0.618, 0.229, 0.238, 0.267, 0.758, 1.0, 0.389, 0.179]",0.178,0.177,0.158,0.239,0.618,0.229,0.238,0.267,0.758,1.0,0.389,0.179
336,0.58617,-2.866,"[0.292, 0.235, 1.0, 0.263, 0.293, 0.411, 0.364, 0.508, 0.426, 0.643, 0.321, 0.275]",0.292,0.235,1.0,0.263,0.293,0.411,0.364,0.508,0.426,0.643,0.321,0.275
337,0.38331,-3.216,"[0.09, 0.201, 1.0, 0.203, 0.167, 0.164, 0.102, 0.136, 0.127, 0.229, 0.061, 0.061]",0.09,0.201,1.0,0.203,0.167,0.164,0.102,0.136,0.127,0.229,0.061,0.061
338,0.21492,-7.402,"[0.516, 0.616, 1.0, 0.333, 0.251, 0.394, 0.284, 0.234, 0.258, 0.272, 0.164, 0.617]",0.516,0.616,1.0,0.333,0.251,0.394,0.284,0.234,0.258,0.272,0.164,0.617
339,0.17946,-6.517,"[0.412, 0.591, 0.63, 0.181, 0.32, 0.398, 0.744, 0.727, 0.969, 1.0, 0.219, 0.027]",0.412,0.591,0.63,0.181,0.32,0.398,0.744,0.727,0.969,1.0,0.219,0.027
340,0.38916,-5.046,"[0.255, 0.338, 1.0, 0.423, 0.324, 0.53, 0.576, 0.346, 0.337, 0.323, 0.232, 0.278]",0.255,0.338,1.0,0.423,0.324,0.53,0.576,0.346,0.337,0.323,0.232,0.278
341,0.37751,-5.996,"[0.361, 0.354, 0.343, 0.222, 0.324, 0.442, 0.518, 1.0, 0.622, 0.355, 0.455, 0.422]",0.361,0.354,0.343,0.222,0.324,0.442,0.518,1.0,0.622,0.355,0.455,0.422
342,0.16834,-5.255,"[0.336, 0.573, 1.0, 0.522, 0.339, 0.654, 0.309, 0.978, 0.975, 0.448, 0.584, 0.284]",0.336,0.573,1.0,0.522,0.339,0.654,0.309,0.978,0.975,0.448,0.584,0.284
343,0.13351,-5.534,"[0.292, 0.413, 1.0, 0.439, 0.322, 0.192, 0.167, 0.284, 0.204, 0.245, 0.181, 0.154]",0.292,0.413,1.0,0.439,0.322,0.192,0.167,0.284,0.204,0.245,0.181,0.154
344,0.4634,-4.02,"[0.45, 0.454, 0.332, 0.284, 0.487, 0.633, 0.521, 0.833, 0.552, 1.0, 0.566, 0.403]",0.45,0.454,0.332,0.284,0.487,0.633,0.521,0.833,0.552,1.0,0.566,0.403
345,0.158,-4.546,"[0.337, 0.353, 0.493, 0.384, 0.245, 0.399, 0.54, 1.0, 0.653, 0.317, 0.352, 0.226]",0.337,0.353,0.493,0.384,0.245,0.399,0.54,1.0,0.653,0.317,0.352,0.226
346,0.21465,-3.184,"[0.166, 0.095, 0.276, 0.203, 0.26, 0.394, 0.54, 1.0, 0.355, 0.198, 0.343, 0.385]",0.166,0.095,0.276,0.203,0.26,0.394,0.54,1.0,0.355,0.198,0.343,0.385
347,0.19714,-3.508,"[1.0, 0.316, 0.192, 0.342, 0.327, 0.348, 0.179, 0.194, 0.45, 0.317, 0.236, 0.63]",1.0,0.316,0.192,0.342,0.327,0.348,0.179,0.194,0.45,0.317,0.236,0.63
348,0.19728,-4.231,"[1.0, 0.889, 0.443, 0.194, 0.211, 0.228, 0.173, 0.209, 0.159, 0.131, 0.178, 0.409]",1.0,0.889,0.443,0.194,0.211,0.228,0.173,0.209,0.159,0.131,0.178,0.409
349,0.63179,-2.581,"[1.0, 0.226, 0.183, 0.176, 0.208, 0.177, 0.169, 0.265, 0.244, 0.197, 0.215, 0.283]",1.0,0.226,0.183,0.176,0.208,0.177,0.169,0.265,0.244,0.197,0.215,0.283
350,0.35551,-1.85,"[0.564, 0.815, 1.0, 0.531, 0.481, 0.344, 0.255, 0.505, 0.79, 0.459, 0.311, 0.434]",0.564,0.815,1.0,0.531,0.481,0.344,0.255,0.505,0.79,0.459,0.311,0.434
351,0.58036,-2.149,"[0.487, 0.29, 0.181, 0.167, 0.38, 1.0, 0.475, 0.512, 0.278, 0.441, 0.515, 0.467]",0.487,0.29,0.181,0.167,0.38,1.0,0.475,0.512,0.278,0.441,0.515,0.467
352,0.75451,-1.325,"[0.331, 0.299, 0.211, 0.248, 0.314, 1.0, 0.426, 0.397, 0.375, 0.39, 0.311, 0.226]",0.331,0.299,0.211,0.248,0.314,1.0,0.426,0.397,0.375,0.39,0.311,0.226
353,0.3776,-3.563,"[0.685, 0.456, 0.477, 0.483, 0.556, 0.62, 0.568, 0.566, 0.626, 1.0, 0.567, 0.509]",0.685,0.456,0.477,0.483,0.556,0.62,0.568,0.566,0.626,1.0,0.567,0.509
354,0.40608,-2.753,"[0.892, 0.687, 0.396, 0.957, 0.611, 0.673, 0.687, 0.465, 0.97, 1.0, 0.842, 0.86]",0.892,0.687,0.396,0.957,0.611,0.673,0.687,0.465,0.97,1.0,0.842,0.86
355,0.3942,-2.285,"[0.694, 0.881, 0.881, 0.811, 0.871, 0.775, 0.569, 0.639, 0.907, 1.0, 0.849, 0.682]",0.694,0.881,0.881,0.811,0.871,0.775,0.569,0.639,0.907,1.0,0.849,0.682
356,0.14562,-5.192,"[0.443, 0.357, 0.438, 0.191, 0.487, 0.565, 0.859, 0.979, 1.0, 0.996, 0.71, 0.065]",0.443,0.357,0.438,0.191,0.487,0.565,0.859,0.979,1.0,0.996,0.71,0.065
357,0.22667,-3.557,"[1.0, 0.511, 0.349, 0.221, 0.322, 0.55, 0.308, 0.301, 0.225, 0.241, 0.127, 0.476]",1.0,0.511,0.349,0.221,0.322,0.55,0.308,0.301,0.225,0.241,0.127,0.476
358,0.30181,-3.312,"[1.0, 0.288, 0.209, 0.26, 0.308, 0.611, 0.289, 0.39, 0.405, 0.283, 0.144, 0.214]",1.0,0.288,0.209,0.26,0.308,0.611,0.289,0.39,0.405,0.283,0.144,0.214
359,0.47633,-4.798,"[0.394, 0.279, 0.168, 0.135, 0.28, 0.481, 0.34, 0.385, 0.31, 0.495, 1.0, 0.301]",0.394,0.279,0.168,0.135,0.28,0.481,0.34,0.385,0.31,0.495,1.0,0.301
360,0.17927,-3.812,"[0.829, 0.406, 0.555, 0.511, 0.325, 0.485, 0.446, 0.323, 0.698, 0.403, 1.0, 0.722]",0.829,0.406,0.555,0.511,0.325,0.485,0.446,0.323,0.698,0.403,1.0,0.722
361,0.18608,-5.236,"[0.214, 0.253, 0.248, 0.094, 0.148, 0.239, 0.089, 0.087, 0.167, 0.288, 1.0, 0.365]",0.214,0.253,0.248,0.094,0.148,0.239,0.089,0.087,0.167,0.288,1.0,0.365
362,0.41193,-4.51,"[0.261, 0.391, 0.506, 0.253, 0.296, 0.398, 0.304, 0.169, 0.554, 0.587, 1.0, 0.442]",0.261,0.391,0.506,0.253,0.296,0.398,0.304,0.169,0.554,0.587,1.0,0.442
363,0.18,-3.883,"[0.249, 0.211, 0.405, 0.235, 0.209, 0.161, 0.277, 0.208, 0.787, 1.0, 0.43, 0.193]",0.249,0.211,0.405,0.235,0.209,0.161,0.277,0.208,0.787,1.0,0.43,0.193
364,0.21447,-3.235,"[0.28, 0.368, 0.441, 0.224, 0.251, 0.326, 0.183, 0.108, 0.361, 1.0, 0.767, 0.358]",0.28,0.368,0.441,0.224,0.251,0.326,0.183,0.108,0.361,1.0,0.767,0.358
365,0.16844,-4.806,"[0.142, 0.264, 0.321, 0.198, 0.575, 0.6, 0.76, 1.0, 0.564, 0.561, 0.326, 0.073]",0.142,0.264,0.321,0.198,0.575,0.6,0.76,1.0,0.564,0.561,0.326,0.073
366,0.19179,-4.71,"[0.34, 0.456, 0.565, 0.161, 0.169, 0.197, 0.304, 1.0, 0.439, 0.202, 0.127, 0.224]",0.34,0.456,0.565,0.161,0.169,0.197,0.304,1.0,0.439,0.202,0.127,0.224
367,0.18644,-2.451,"[0.085, 0.129, 0.27, 0.172, 0.113, 0.183, 0.294, 1.0, 0.596, 0.192, 0.284, 0.181]",0.085,0.129,0.27,0.172,0.113,0.183,0.294,1.0,0.596,0.192,0.284,0.181
368,0.37098,-3.706,"[0.23, 0.256, 0.428, 0.307, 0.259, 0.228, 0.16, 1.0, 0.22, 0.242, 0.181, 0.342]",0.23,0.256,0.428,0.307,0.259,0.228,0.16,1.0,0.22,0.242,0.181,0.342
369,0.23796,-3.333,"[1.0, 0.678, 0.496, 0.332, 0.352, 0.4, 0.571, 0.335, 0.223, 0.403, 0.372, 0.875]",1.0,0.678,0.496,0.332,0.352,0.4,0.571,0.335,0.223,0.403,0.372,0.875
370,0.21551,-2.143,"[0.094, 0.102, 0.269, 0.084, 0.089, 0.102, 0.289, 1.0, 0.35, 0.092, 0.059, 0.071]",0.094,0.102,0.269,0.084,0.089,0.102,0.289,1.0,0.35,0.092,0.059,0.071
371,0.14454,-3.988,"[0.386, 0.439, 0.333, 0.235, 0.6, 0.587, 0.918, 1.0, 0.787, 0.764, 0.525, 0.067]",0.386,0.439,0.333,0.235,0.6,0.587,0.918,1.0,0.787,0.764,0.525,0.067
372,0.23206,-4.939,"[0.565, 0.528, 0.448, 0.314, 0.372, 0.697, 1.0, 0.163, 0.214, 0.267, 0.216, 0.61]",0.565,0.528,0.448,0.314,0.372,0.697,1.0,0.163,0.214,0.267,0.216,0.61
373,0.17392,-2.602,"[0.624, 0.828, 0.392, 0.122, 0.24, 0.255, 1.0, 0.732, 0.979, 0.989, 0.465, 0.042]",0.624,0.828,0.392,0.122,0.24,0.255,1.0,0.732,0.979,0.989,0.465,0.042
374,0.20884,-2.389,"[0.07, 0.5, 1.0, 0.328, 0.134, 0.099, 0.11, 0.105, 0.165, 0.24, 0.07, 0.057]",0.07,0.5,1.0,0.328,0.134,0.099,0.11,0.105,0.165,0.24,0.07,0.057
375,0.1688,-4.336,"[0.347, 0.591, 0.577, 0.281, 0.523, 0.538, 1.0, 0.768, 0.655, 0.65, 0.471, 0.021]",0.347,0.591,0.577,0.281,0.523,0.538,1.0,0.768,0.655,0.65,0.471,0.021
376,0.23764,-3.184,"[0.204, 0.42, 1.0, 0.331, 0.235, 0.528, 0.963, 0.355, 0.327, 0.193, 0.116, 0.301]",0.204,0.42,1.0,0.331,0.235,0.528,0.963,0.355,0.327,0.193,0.116,0.301
377,0.35442,-3.551,"[0.289, 0.346, 0.511, 0.232, 0.275, 0.24, 1.0, 0.319, 0.489, 0.547, 0.152, 0.149]",0.289,0.346,0.511,0.232,0.275,0.24,1.0,0.319,0.489,0.547,0.152,0.149
378,0.16857,-5.344,"[0.637, 0.988, 0.504, 0.278, 0.509, 0.518, 0.973, 1.0, 0.815, 0.825, 0.612, 0.063]",0.637,0.988,0.504,0.278,0.509,0.518,0.973,1.0,0.815,0.825,0.612,0.063
379,0.4234,-4.532,"[0.433, 0.399, 0.424, 0.197, 0.229, 0.382, 0.384, 1.0, 0.437, 0.533, 0.374, 0.48]",0.433,0.399,0.424,0.197,0.229,0.382,0.384,1.0,0.437,0.533,0.374,0.48
380,0.23243,-2.546,"[0.058, 0.188, 0.318, 0.143, 0.142, 0.143, 0.318, 1.0, 0.406, 0.119, 0.09, 0.076]",0.058,0.188,0.318,0.143,0.142,0.143,0.318,1.0,0.406,0.119,0.09,0.076
381,0.53995,-3.355,"[0.509, 0.415, 0.55, 0.334, 0.328, 0.437, 0.576, 1.0, 0.723, 0.45, 0.608, 0.39]",0.509,0.415,0.55,0.334,0.328,0.437,0.576,1.0,0.723,0.45,0.608,0.39
382,0.1854,-5.446,"[0.162, 0.397, 0.531, 0.261, 0.199, 0.359, 0.323, 1.0, 0.553, 0.316, 0.223, 0.153]",0.162,0.397,0.531,0.261,0.199,0.359,0.323,1.0,0.553,0.316,0.223,0.153
383,0.13873,-5.317,"[0.617, 0.612, 0.404, 0.225, 0.535, 0.556, 0.937, 0.992, 1.0, 0.978, 0.775, 0.044]",0.617,0.612,0.404,0.225,0.535,0.556,0.937,0.992,1.0,0.978,0.775,0.044
384,0.26771,-5.126,"[0.898, 0.898, 1.0, 0.429, 0.491, 0.757, 0.772, 0.405, 0.342, 0.459, 0.399, 0.9]",0.898,0.898,1.0,0.429,0.491,0.757,0.772,0.405,0.342,0.459,0.399,0.9
385,0.16336,-3.533,"[0.193, 0.809, 0.566, 0.208, 0.206, 0.195, 0.776, 0.446, 0.968, 1.0, 0.742, 0.052]",0.193,0.809,0.566,0.208,0.206,0.195,0.776,0.446,0.968,1.0,0.742,0.052
386,0.21406,-2.514,"[0.086, 0.469, 1.0, 0.41, 0.168, 0.138, 0.173, 0.143, 0.24, 0.194, 0.104, 0.078]",0.086,0.469,1.0,0.41,0.168,0.138,0.173,0.143,0.24,0.194,0.104,0.078
387,0.16789,-2.752,"[0.199, 0.401, 0.542, 0.243, 0.668, 0.68, 1.0, 0.774, 0.472, 0.493, 0.25, 0.057]",0.199,0.401,0.542,0.243,0.668,0.68,1.0,0.774,0.472,0.493,0.25,0.057
388,0.23265,-2.632,"[0.269, 0.397, 0.446, 0.431, 0.191, 0.237, 1.0, 0.344, 0.258, 0.203, 0.133, 0.349]",0.269,0.397,0.446,0.431,0.191,0.237,1.0,0.344,0.258,0.203,0.133,0.349
389,0.2849,-1.934,"[0.24, 0.518, 1.0, 0.347, 0.51, 0.392, 0.403, 0.273, 0.268, 0.483, 0.148, 0.27]",0.24,0.518,1.0,0.347,0.51,0.392,0.403,0.273,0.268,0.483,0.148,0.27
390,0.69605,-2.442,"[0.216, 0.283, 0.46, 0.365, 0.347, 0.389, 0.407, 1.0, 0.467, 0.471, 0.41, 0.394]",0.216,0.283,0.46,0.365,0.347,0.389,0.407,1.0,0.467,0.471,0.41,0.394
391,0.17415,-2.994,"[0.587, 0.444, 1.0, 0.286, 0.277, 0.718, 0.432, 0.61, 0.884, 0.478, 0.991, 0.207]",0.587,0.444,1.0,0.286,0.277,0.718,0.432,0.61,0.884,0.478,0.991,0.207
392,0.19179,-2.851,"[0.042, 0.052, 0.092, 0.048, 0.045, 0.136, 0.319, 1.0, 0.371, 0.083, 0.208, 0.067]",0.042,0.052,0.092,0.048,0.045,0.136,0.319,1.0,0.371,0.083,0.208,0.067
393,0.38844,-2.035,"[0.733, 0.643, 0.57, 0.378, 0.482, 0.795, 0.83, 0.861, 1.0, 0.869, 0.927, 0.813]",0.733,0.643,0.57,0.378,0.482,0.795,0.83,0.861,1.0,0.869,0.927,0.813
394,0.20902,-0.365,"[0.115, 0.15, 0.331, 0.111, 0.117, 0.192, 0.46, 1.0, 0.36, 0.128, 0.126, 0.218]",0.115,0.15,0.331,0.111,0.117,0.192,0.46,1.0,0.36,0.128,0.126,0.218
395,0.16277,-3.033,"[0.175, 0.24, 0.246, 0.233, 0.2, 1.0, 0.322, 0.843, 0.195, 0.197, 0.149, 0.155]",0.175,0.24,0.246,0.233,0.2,1.0,0.322,0.843,0.195,0.197,0.149,0.155
396,0.21483,-5.547,"[0.149, 0.155, 0.386, 0.191, 0.133, 0.324, 0.681, 1.0, 0.505, 0.132, 0.051, 0.233]",0.149,0.155,0.386,0.191,0.133,0.324,0.681,1.0,0.505,0.132,0.051,0.233
397,0.18571,-6.678,"[0.375, 0.458, 0.549, 0.122, 0.291, 0.357, 0.818, 1.0, 0.658, 0.637, 0.103, 0.098]",0.375,0.458,0.549,0.122,0.291,0.357,0.818,1.0,0.658,0.637,0.103,0.098
398,0.20322,-4.518,"[0.133, 0.147, 0.141, 0.153, 0.363, 0.22, 0.157, 0.174, 0.443, 1.0, 0.269, 0.077]",0.133,0.147,0.141,0.153,0.363,0.22,0.157,0.174,0.443,1.0,0.269,0.077
399,0.15138,-3.379,"[0.19, 0.24, 0.14, 0.175, 0.87, 0.409, 0.267, 0.259, 0.557, 1.0, 0.395, 0.112]",0.19,0.24,0.14,0.175,0.87,0.409,0.267,0.259,0.557,1.0,0.395,0.112
400,0.23111,-4.071,"[0.532, 0.534, 0.431, 0.221, 0.241, 0.761, 0.256, 0.119, 0.237, 0.444, 1.0, 0.753]",0.532,0.534,0.431,0.221,0.241,0.761,0.256,0.119,0.237,0.444,1.0,0.753
401,0.19206,-3.495,"[0.618, 0.342, 0.37, 0.314, 0.57, 0.839, 0.301, 0.159, 0.317, 0.744, 1.0, 0.7]",0.618,0.342,0.37,0.314,0.57,0.839,0.301,0.159,0.317,0.744,1.0,0.7
402,0.19175,-3.777,"[0.636, 0.139, 0.181, 0.161, 0.171, 0.321, 0.538, 0.189, 0.231, 0.149, 0.254, 1.0]",0.636,0.139,0.181,0.161,0.171,0.321,0.538,0.189,0.231,0.149,0.254,1.0
403,0.56317,-3.751,"[0.99, 0.832, 0.893, 0.429, 0.31, 0.561, 0.687, 0.821, 0.813, 0.636, 0.605, 1.0]",0.99,0.832,0.893,0.429,0.31,0.561,0.687,0.821,0.813,0.636,0.605,1.0
404,0.43528,-4.693,"[0.255, 0.356, 0.435, 0.532, 1.0, 0.473, 0.319, 0.335, 0.722, 0.547, 0.341, 0.194]",0.255,0.356,0.435,0.532,1.0,0.473,0.319,0.335,0.722,0.547,0.341,0.194
405,0.16834,-8.677,"[0.162, 0.367, 0.266, 0.24, 0.779, 0.778, 1.0, 0.976, 0.65, 0.641, 0.352, 0.068]",0.162,0.367,0.266,0.24,0.779,0.778,1.0,0.976,0.65,0.641,0.352,0.068
406,0.19732,-11.712,"[1.0, 0.745, 0.489, 0.287, 0.288, 0.261, 0.116, 0.17, 0.108, 0.157, 0.204, 0.734]",1.0,0.745,0.489,0.287,0.288,0.261,0.116,0.17,0.108,0.157,0.204,0.734
407,0.18009,-5.388,"[0.185, 0.324, 0.413, 0.43, 0.265, 0.614, 0.645, 0.678, 1.0, 0.367, 0.245, 0.179]",0.185,0.324,0.413,0.43,0.265,0.614,0.645,0.678,1.0,0.367,0.245,0.179
408,0.20889,-9.534,"[0.623, 0.871, 0.6, 0.348, 0.353, 0.661, 0.383, 0.152, 0.591, 0.413, 0.597, 1.0]",0.623,0.871,0.6,0.348,0.353,0.661,0.383,0.152,0.591,0.413,0.597,1.0
409,0.19088,-10.94,"[0.473, 0.831, 0.671, 0.477, 0.51, 0.531, 0.462, 0.319, 0.483, 0.281, 0.498, 1.0]",0.473,0.831,0.671,0.477,0.51,0.531,0.462,0.319,0.483,0.281,0.498,1.0
410,0.18063,-11.121,"[0.329, 0.722, 0.138, 0.171, 0.216, 0.162, 0.537, 0.53, 1.0, 0.997, 0.363, 0.042]",0.329,0.722,0.138,0.171,0.216,0.162,0.537,0.53,1.0,0.997,0.363,0.042
411,0.39465,-5.156,"[0.676, 0.731, 0.705, 0.755, 1.0, 0.798, 0.706, 0.707, 0.929, 0.924, 0.881, 0.708]",0.676,0.731,0.705,0.755,1.0,0.798,0.706,0.707,0.929,0.924,0.881,0.708
412,0.18599,-10.548,"[0.541, 0.745, 0.577, 0.415, 0.417, 0.527, 0.324, 0.201, 0.494, 0.291, 0.324, 1.0]",0.541,0.745,0.577,0.415,0.417,0.527,0.324,0.201,0.494,0.291,0.324,1.0
413,0.18567,-11.246,"[0.552, 0.563, 0.083, 0.076, 0.222, 0.219, 0.759, 0.753, 1.0, 0.998, 0.265, 0.039]",0.552,0.563,0.083,0.076,0.222,0.219,0.759,0.753,1.0,0.998,0.265,0.039
414,0.18567,-5.79,"[0.403, 0.368, 0.374, 0.657, 0.307, 0.969, 0.713, 0.585, 1.0, 0.414, 0.263, 0.396]",0.403,0.368,0.374,0.657,0.307,0.969,0.713,0.585,1.0,0.414,0.263,0.396
415,0.20322,-4.668,"[0.979, 0.897, 0.668, 0.31, 0.405, 0.495, 0.291, 0.217, 0.485, 0.498, 0.622, 1.0]",0.979,0.897,0.668,0.31,0.405,0.495,0.291,0.217,0.485,0.498,0.622,1.0
416,0.18662,-5.299,"[0.577, 0.672, 0.59, 0.641, 0.7, 0.646, 0.441, 0.191, 0.42, 0.571, 0.671, 1.0]",0.577,0.672,0.59,0.641,0.7,0.646,0.441,0.191,0.42,0.571,0.671,1.0
417,0.20744,-4.904,"[1.0, 0.923, 0.625, 0.299, 0.264, 0.331, 0.131, 0.154, 0.116, 0.199, 0.282, 0.557]",1.0,0.923,0.625,0.299,0.264,0.331,0.131,0.154,0.116,0.199,0.282,0.557
418,0.18068,-5.241,"[0.286, 0.396, 0.32, 0.363, 0.305, 0.817, 0.443, 0.388, 1.0, 0.46, 0.301, 0.314]",0.286,0.396,0.32,0.363,0.305,0.817,0.443,0.388,1.0,0.46,0.301,0.314
419,0.20308,-4.898,"[1.0, 0.92, 0.591, 0.424, 0.364, 0.474, 0.262, 0.198, 0.385, 0.33, 0.448, 0.756]",1.0,0.92,0.591,0.424,0.364,0.474,0.262,0.198,0.385,0.33,0.448,0.756
420,0.19746,-5.764,"[0.595, 1.0, 0.884, 0.338, 0.508, 0.937, 0.492, 0.188, 0.245, 0.456, 0.932, 0.761]",0.595,1.0,0.884,0.338,0.508,0.937,0.492,0.188,0.245,0.456,0.932,0.761
421,0.19143,-5.515,"[1.0, 0.957, 0.242, 0.339, 0.376, 0.494, 0.276, 0.219, 0.368, 0.341, 0.357, 0.495]",1.0,0.957,0.242,0.339,0.376,0.494,0.276,0.219,0.368,0.341,0.357,0.495
422,0.17424,-5.47,"[0.214, 0.679, 0.38, 0.388, 0.267, 1.0, 0.849, 0.34, 0.756, 0.386, 0.296, 0.213]",0.214,0.679,0.38,0.388,0.267,1.0,0.849,0.34,0.756,0.386,0.296,0.213
423,0.21465,-6.812,"[1.0, 0.83, 0.582, 0.32, 0.29, 0.381, 0.183, 0.243, 0.281, 0.252, 0.315, 0.667]",1.0,0.83,0.582,0.32,0.29,0.381,0.183,0.243,0.281,0.252,0.315,0.667
424,0.19143,-6.442,"[0.353, 0.603, 0.829, 0.369, 0.401, 0.794, 0.508, 0.395, 0.33, 0.408, 0.709, 1.0]",0.353,0.603,0.829,0.369,0.401,0.794,0.508,0.395,0.33,0.408,0.709,1.0
425,0.19188,-5.35,"[1.0, 0.586, 0.163, 0.247, 0.344, 0.435, 0.275, 0.225, 0.18, 0.218, 0.311, 0.254]",1.0,0.586,0.163,0.247,0.344,0.435,0.275,0.225,0.18,0.218,0.311,0.254
426,0.31923,-5.498,"[0.77, 1.0, 0.917, 0.894, 0.961, 0.739, 0.749, 0.505, 0.76, 0.608, 0.553, 0.706]",0.77,1.0,0.917,0.894,0.961,0.739,0.749,0.505,0.76,0.608,0.553,0.706
427,0.26703,-5.386,"[0.645, 1.0, 0.87, 0.552, 0.545, 0.572, 0.373, 0.272, 0.415, 0.552, 0.471, 0.574]",0.645,1.0,0.87,0.552,0.545,0.572,0.373,0.272,0.415,0.552,0.471,0.574
428,0.06921,-12.134,"[0.879, 0.869, 0.747, 0.751, 0.677, 0.679, 0.757, 0.758, 1.0, 0.996, 0.991, 0.744]",0.879,0.869,0.747,0.751,0.677,0.679,0.757,0.758,1.0,0.996,0.991,0.744
429,0.08159,-8.544,"[0.704, 0.733, 0.641, 0.626, 0.559, 0.577, 0.999, 1.0, 0.983, 0.965, 0.628, 0.577]",0.704,0.733,0.641,0.626,0.559,0.577,0.999,1.0,0.983,0.965,0.628,0.577
430,0.18023,-2.511,"[0.7, 0.386, 0.347, 0.364, 0.323, 0.569, 0.568, 0.778, 1.0, 0.412, 0.351, 0.36]",0.7,0.386,0.347,0.364,0.323,0.569,0.568,0.778,1.0,0.412,0.351,0.36
431,0.22608,-5.106,"[1.0, 0.845, 0.422, 0.3, 0.287, 0.367, 0.238, 0.297, 0.352, 0.332, 0.394, 0.985]",1.0,0.845,0.422,0.3,0.287,0.367,0.238,0.297,0.352,0.332,0.394,0.985
432,0.17442,-5.431,"[0.103, 0.481, 0.23, 0.2, 0.649, 0.664, 1.0, 0.979, 0.791, 0.803, 0.398, 0.13]",0.103,0.481,0.23,0.2,0.649,0.664,1.0,0.979,0.791,0.803,0.398,0.13
433,0.20853,-6.919,"[1.0, 0.793, 0.402, 0.336, 0.425, 0.591, 0.281, 0.112, 0.202, 0.361, 0.406, 0.574]",1.0,0.793,0.402,0.336,0.425,0.591,0.281,0.112,0.202,0.361,0.406,0.574
434,0.21057,-3.664,"[0.391, 0.631, 0.484, 0.471, 0.477, 0.798, 0.501, 0.668, 1.0, 0.6, 0.306, 0.353]",0.391,0.631,0.484,0.471,0.477,0.798,0.501,0.668,1.0,0.6,0.306,0.353
435,0.16698,-6.468,"[0.652, 0.875, 0.642, 0.513, 1.0, 0.942, 0.574, 0.598, 0.362, 0.175, 0.253, 0.581]",0.652,0.875,0.642,0.513,1.0,0.942,0.574,0.598,0.362,0.175,0.253,0.581
436,0.19692,-6.593,"[0.362, 0.927, 0.962, 0.374, 0.382, 1.0, 0.853, 0.338, 0.454, 0.355, 0.566, 0.81]",0.362,0.927,0.962,0.374,0.382,1.0,0.853,0.338,0.454,0.355,0.566,0.81
437,0.19206,-5.396,"[1.0, 0.834, 0.318, 0.347, 0.405, 0.562, 0.274, 0.159, 0.16, 0.287, 0.421, 0.455]",1.0,0.834,0.318,0.347,0.405,0.562,0.274,0.159,0.16,0.287,0.421,0.455
438,0.18014,-5.971,"[0.203, 0.482, 0.396, 0.415, 0.332, 0.65, 0.687, 0.813, 1.0, 0.424, 0.226, 0.179]",0.203,0.482,0.396,0.415,0.332,0.65,0.687,0.813,1.0,0.424,0.226,0.179
439,0.38875,-4.617,"[0.62, 0.745, 0.845, 0.703, 0.817, 0.71, 0.689, 0.665, 0.815, 0.906, 1.0, 0.698]",0.62,0.745,0.845,0.703,0.817,0.71,0.689,0.665,0.815,0.906,1.0,0.698
440,0.38807,-4.73,"[0.205, 0.291, 0.275, 0.265, 0.245, 0.619, 0.407, 0.548, 1.0, 0.756, 0.379, 0.196]",0.205,0.291,0.275,0.265,0.245,0.619,0.407,0.548,1.0,0.756,0.379,0.196
441,0.16943,-7.108,"[0.4, 0.554, 0.419, 0.485, 0.924, 0.762, 0.877, 1.0, 0.624, 0.44, 0.236, 0.164]",0.4,0.554,0.419,0.485,0.924,0.762,0.877,1.0,0.624,0.44,0.236,0.164
442,0.13333,-6.647,"[0.832, 0.956, 0.251, 0.392, 0.56, 0.428, 0.698, 0.739, 1.0, 0.927, 0.859, 0.082]",0.832,0.956,0.251,0.392,0.56,0.428,0.698,0.739,1.0,0.927,0.859,0.082
443,0.28426,-4.465,"[1.0, 0.806, 0.592, 0.621, 0.733, 0.743, 0.441, 0.25, 0.346, 0.383, 0.436, 0.74]",1.0,0.806,0.592,0.621,0.733,0.743,0.441,0.25,0.346,0.383,0.436,0.74
444,0.12195,-4.633,"[0.269, 0.252, 0.213, 0.287, 0.201, 0.231, 0.359, 0.337, 1.0, 0.255, 0.226, 0.305]",0.269,0.252,0.213,0.287,0.201,0.231,0.359,0.337,1.0,0.255,0.226,0.305
